[2023-03-30 18:49:23,238] - [trainer.py file line:72] - INFO: Current epoch learning rate: 1.000000e-04
[2023-03-30 18:49:31,997] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 20
[2023-03-30 18:49:32,039] - [trainer.py file line:93] - INFO: rec_loss: 0.1378739178
[2023-03-30 18:49:36,635] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 40
[2023-03-30 18:49:36,679] - [trainer.py file line:93] - INFO: rec_loss: 0.1091248095
[2023-03-30 18:49:41,304] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 60
[2023-03-30 18:49:41,347] - [trainer.py file line:93] - INFO: rec_loss: 0.0961550176
[2023-03-30 18:49:45,990] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 80
[2023-03-30 18:49:46,032] - [trainer.py file line:93] - INFO: rec_loss: 0.1038606986
[2023-03-30 18:49:50,687] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 100
[2023-03-30 18:49:50,730] - [trainer.py file line:93] - INFO: rec_loss: 0.1073988900
[2023-03-30 18:49:55,390] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 120
[2023-03-30 18:49:55,432] - [trainer.py file line:93] - INFO: rec_loss: 0.0904355049
[2023-03-30 18:50:00,100] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 140
[2023-03-30 18:50:00,141] - [trainer.py file line:93] - INFO: rec_loss: 0.0868632123
[2023-03-30 18:50:04,818] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 160
[2023-03-30 18:50:04,859] - [trainer.py file line:93] - INFO: rec_loss: 0.0932075381
[2023-03-30 18:50:09,551] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 180
[2023-03-30 18:50:09,592] - [trainer.py file line:93] - INFO: rec_loss: 0.0915085524
[2023-03-30 18:50:14,246] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 200
[2023-03-30 18:50:14,290] - [trainer.py file line:93] - INFO: rec_loss: 0.0850947499
[2023-03-30 18:50:18,890] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 220
[2023-03-30 18:50:18,935] - [trainer.py file line:93] - INFO: rec_loss: 0.0831412748
[2023-03-30 18:50:23,542] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 240
[2023-03-30 18:50:23,587] - [trainer.py file line:93] - INFO: rec_loss: 0.0754685774
[2023-03-30 18:50:28,172] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 260
[2023-03-30 18:50:28,216] - [trainer.py file line:93] - INFO: rec_loss: 0.0769849569
[2023-03-30 18:50:32,783] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 280
[2023-03-30 18:50:32,828] - [trainer.py file line:93] - INFO: rec_loss: 0.0705916286
[2023-03-30 18:50:37,398] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 300
[2023-03-30 18:50:37,443] - [trainer.py file line:93] - INFO: rec_loss: 0.0722883716
[2023-03-30 18:50:42,018] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 320
[2023-03-30 18:50:42,063] - [trainer.py file line:93] - INFO: rec_loss: 0.0674525052
[2023-03-30 18:50:46,644] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 340
[2023-03-30 18:50:46,688] - [trainer.py file line:93] - INFO: rec_loss: 0.0817619190
[2023-03-30 18:50:51,272] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 360
[2023-03-30 18:50:51,316] - [trainer.py file line:93] - INFO: rec_loss: 0.0877422467
[2023-03-30 18:50:55,894] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 380
[2023-03-30 18:50:55,939] - [trainer.py file line:93] - INFO: rec_loss: 0.0981331691
[2023-03-30 18:51:00,507] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 400
[2023-03-30 18:51:00,552] - [trainer.py file line:93] - INFO: rec_loss: 0.0744123235
[2023-03-30 18:51:05,142] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 420
[2023-03-30 18:51:05,175] - [trainer.py file line:93] - INFO: rec_loss: 0.0765336528
[2023-03-30 18:51:09,781] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 440
[2023-03-30 18:51:09,826] - [trainer.py file line:93] - INFO: rec_loss: 0.0720546097
[2023-03-30 18:51:14,403] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 460
[2023-03-30 18:51:14,447] - [trainer.py file line:93] - INFO: rec_loss: 0.0818838924
[2023-03-30 18:51:19,021] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 480
[2023-03-30 18:51:19,066] - [trainer.py file line:93] - INFO: rec_loss: 0.0856345892
[2023-03-30 18:51:23,684] - [trainer.py file line:91] - INFO: init epoch: 1	 batch: 500
[2023-03-30 18:51:23,729] - [trainer.py file line:93] - INFO: rec_loss: 0.0741085038
[2023-03-30 18:51:25,274] - [trainer.py file line:72] - INFO: Current epoch learning rate: 1.000000e-04
[2023-03-30 18:51:31,395] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 20
[2023-03-30 18:51:31,437] - [trainer.py file line:93] - INFO: rec_loss: 0.0854510516
[2023-03-30 18:51:36,101] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 40
[2023-03-30 18:51:36,144] - [trainer.py file line:93] - INFO: rec_loss: 0.0727300793
[2023-03-30 18:51:40,817] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 60
[2023-03-30 18:51:40,859] - [trainer.py file line:93] - INFO: rec_loss: 0.0645886660
[2023-03-30 18:51:45,507] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 80
[2023-03-30 18:51:45,551] - [trainer.py file line:93] - INFO: rec_loss: 0.0932913721
[2023-03-30 18:51:50,132] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 100
[2023-03-30 18:51:50,177] - [trainer.py file line:93] - INFO: rec_loss: 0.0639960095
[2023-03-30 18:51:54,749] - [trainer.py file line:91] - INFO: init epoch: 2	 batch: 120
